"Id Empenho";"CÛdigo Empenho";"CÛdigo Categoria de Despesa";"Categoria de Despesa";"CÛdigo Grupo de Despesa";"Grupo de Despesa";"CÛdigo Modalidade de AplicaÁ„o";"Modalidade de AplicaÁ„o";"CÛdigo Elemento de Despesa";"Elemento de Despesa";"CÛdigo SubElemento de Despesa";"SubElemento de Despesa";"DescriÁ„o";"Quantidade";"Valor Unit·rio";"Valor Total"
"51272748";"170186000012018NE800024";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"47";"OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS";"22";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o do serviÁo de distribuiÁ„o de energia elÈtrica alta tens„o na modalidade tarif·ria convencional para o prÈdio do Terminal Aduaneiro da Ponte Internacional na BR 290 - TAPI em Uruguiana/RS.";"1,00000";"810,00000";"810,00000"
"51371795";"200346000012018NE800013";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";"841,19000";"10094,28000"
"51371795";"200346000012018NE800013";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";",83000";"9,96000"
"51371795";"200346000012018NE800013";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";"332,02000";"3984,24000"
"51371795";"200346000012018NE800013";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";",99000";"11,88000"
"51371795";"200346000012018NE800013";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";",17000";"2,04000"
"51371805";"152005000012018NE800002";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o de empresa especializada na prestaÁ„o de serviÁos continuados de fornecimento de energia elÈtrica, para utilizaÁ„o na instalaÁıes pertencentes ao Instituto Nacional de EducaÁ„o de Surdos - INES.";"1,00000";"55000,00000";"55000,00000"
"51371847";"170177000012018NE800018";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"16";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"MANUTENCAO / REFORMA PREDIAL                                                  000001627                                                                     ContrataÁ„o de pessoa jurÌdica para a prestaÁ„o de serviÁos continuados de manutenÁ„o predial, realizados atravÈs de equipe residente com dedicaÁ„o exclusiva de m„o de obra e de equipe de apoio, a serem executados no imÛvel de uso da Inspetoria da Receita Federal do Brasil de Porto Alegre, nos imÛveis das unidades administrativas subordinadas ‡ Delegacia da Receita Federal do Brasil em Porto Alegre (DRF/POA), localizadas nas cidades de GravataÌ, GuaÌba, Torres, Tr";"1,00000";"1,00000";"1,00000"
"51371869";"170182000012018NE800010";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"12";"LOCACAO DE MAQUINAS E EQUIPAMENTOS";"PRESTACAO DE SERVICO DE REPROGRAFIA - LOCACAO DE EQUIPAMENTO                  REPRODUCAO COR PRETA 000023167                                                ContrataÁ„o de pessoa jurÌdica para prestaÁ„o de serviÁos de locaÁ„o de 8(oito) fotocopiadoras multifuncionais monocrom·tica e 1(uma) colorida e monocrom·tica para a ALF/RGE.";"3,00000";"1884,81000";"5654,43000"
"51371909";"170185000012018NE800009";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"79";"SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO                                 000005380                                                                     OS serviÁos de Auxiliar de EscritÛrio em Geral, na ·rea de Apoio Administrativo, (CBO n∫ 4110) ser„o composto de 3 Postos de Trabalho, prestados de segunda ‡ sexta-feira, no hor·rio das 8h ‡s 12h e das 13h30min ‡s 17h30min";"20,00000";"1573,16000";"31463,20000"
"51372149";"170263000012018NE800001";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"77";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"PRESTACAO DE SERVICO DE  VIGILANCIA E SEGURANCA - ELETRONICA                  24 HORAS DIUTURNAS 000023868                                                  ContrataÁ„o de pessoa jurÌdica especializada para a prestaÁ„o de serviÁos continuados de VIGIL¬NCIA E SEGURAN«A ARMADA, para a Delegacia da Receita Federal do Brasil em Santa Cruz do Sul ? DRF/SCS, com fornecimento de toda a m„o de obra, materiais, armamentos e equipamentos.";"1,00000";"126841,39000";"126841,39000"
"51372945";"250030000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"47";"OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS";"22";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o de serviÁos de fornecimento de energia elÈtrica.";",16140";"12391,57000";"1999,99940"
"51373843";"770200000012018NE000032";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"50";"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS";"DESPESAS COM SERVICOS MEDICO HOSPITALARES";"1,00000";"1074,00000";"1074,00000"
"51471612";"152005000012018NE000012";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"04";"CONTRATACAO POR TEMPO DETERMINADO";"22";"AUXILIO-CRECHE";"ATENDER DESPESAS COM O PAGAMENTO DO AUXÕLIO-CRECHE AOS EMPREGADOS CONTRATO TEMPOR¡RIO (LEI 8.745/1993).";"1,00000";"21956,40000";"21956,40000"
"51471671";"152005000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"16";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"CHAVEIRO                                                                      000005436                                                                     ContrataÁ„od e empresa especializada par prestaÁ„o de serviÁos de chaveiro";"1,00000";"13154,00000";"13154,00000"
"51471684";"152005000012018NE800022";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"37";"LOCACAO DE MAO-DE-OBRA";"05";"SERVICOS DE COPA E COZINHA";"PRESTACAO DE SERVICOS DE COZINHEIRO                                           000019399                                                                     O objeto da presente licitaÁ„o È a escolha da proposta mais vantajosa para a CONTRATA«√O DA PRESTA«√O DE SERVI«OS CONTINUADOS DE 04 (QUATRO) COZINHEIROS, COM EXECU«√O MEDIANTE O REGIME DE 40 HORAS, PARA ATENDER A DIVIS√O DE NUTRI«√O DO INES, conforme condiÁıes, quantidades e exigÍncias estabelecidas neste Edital e seus anexos";"1,00000";"28358,40000";"28358,40000"
"51471705";"152005000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"58";"SERVICOS DE TELECOMUNICACOES";"TELEFONIA FIXA COMUTADA / CONVENCIONAL                                        000021873                                                                     ContrataÁ„o de uma sÛ empresa autorizada /especializada concession·ria no fornecimento mensal continuado de ServiÁo TelefÙnico Fixo Comutado   STF, modalidade local e longa dist‚ncia internacional das ligaÁıes originadas do Instituto Nacional der EducaÁ„o de Surdos - INES-MEC, localizado no Rio de Janeiro, conforme especificaÁıes e quantidades discriminadas no Termo de ReferÍncia e demais anexos deste Edital.";"1,00000";"30000,00000";"30000,00000"
"51471713";"152005000012018NE800026";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"37";"LOCACAO DE MAO-DE-OBRA";"01";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO                                 000005380                                                                     ContrataÁ„o de serviÁos de prestaÁ„o  continuada destinados ao desenvolvimentogr·fico e midi·tico de artefatos ou objetos pedagÛgicos ou educacionais e aplicaÁ„o de tecnologias que suportem e maximizem o desenvolvimento das aulas ou diversos materiais produzidos pela instituiÁ„o, conforme condiÁıes, quantidades e exigÍncias estabelecidas em edital, devendo atender prioritariamente o N˙cleo de EducaÁ„o Online (NEO) do Instituto Nacional de EducaÁ„o de Surdos.";"1,00000";"140692,35000";"140692,35000"
"51471734";"170179000012018NE800002";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"PRESTACAO DE SERVICO DE LIMPEZA E CONSERVACAO - OUTRAS                        NECESSIDADES 000024023                                                        ServiÁos continuados de limpeza e conservaÁ„o, com dedicaÁ„o exclusiva de m„o de obra e fornecimento de material, a serem prestados nos imÛveis de uso da DRF/PFO e unidades administrativas subordinadas, conforme detalhado no Anexo I do edital.";"15,00000";"4009,76000";"60146,40000"
"51471970";"170263000012018NE800010";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"58";"SERVICOS DE TELECOMUNICACOES";"TELEFONIA FIXA COMUTADA / CONVENCIONAL                                        000021873                                                                     ContrataÁ„o de pessoa jurÌdica para a prestaÁ„o de ServiÁo TelefÙnico Fixo Comutado   STFC, na modalidade Local, a ser prestado ‡ DRF/Santa Cruz do Sul e suas unidades jurisdicionadas - AgÍncia da Receita Federal do Brasil em Encantado, AgÍncia da Receita Federal do Brasil em Lajeado e AgÍncia da Receita Federal do Brasil em Montenegro, pelo perÌodo de 20 (vinte) meses, admitidas prorrogaÁıes, por iguais e sucessivos perÌodos, limitada a vigÍncia ao prazo m·ximo d";"1,00000";"1,00000";"1,00000"
"51472160";"170178000012018NE800009";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"16";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"MANUTENCAO / REFORMA PREDIAL                                                  000001627";"12,00000";"5908,65000";"70903,80000"
"51571629";"250030000012018NE000002";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"91";"APLICACOES DIRETAS - OPER.INTRA-ORCAMENTARIAS";"39";"OUTROS SERVI«OS DE TERCEIROS - PESSOA JURÕDIC";"47";"SERVICOS DE COMUNICACAO EM GERAL";"PARA EMPENHO DE DESPESAS COM PUBLICACOES NO DIARIO OFICIAO DA UNIAO";"1,00000";"1700,00000";"1700,00000"
"51571783";"250025000012018NE800019";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"58";"SERVICOS DE TELECOMUNICACOES";"TELEFONIA FIXA COMUTADA / CONVENCIONAL                                        000021873                                                                     ServiÁo telefÙnico fixo comutado anual, modalidade longa distancia nacional, intrarregional e inter-regional local fixo/mÛvel (VC2 e VC3), chamadas originadas das linhas diretas instaladas na sede do NE/MS/MG.";"1,00000";"450,00000";"450,00000"
"51571783";"250025000012018NE800019";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"58";"SERVICOS DE TELECOMUNICACOES";"TELEFONIA FIXA COMUTADA / CONVENCIONAL                                        000021873                                                                     ServiÁo telefÙnico fixo comutado anual, modalidade longa dist‚ncia nacional intrarregional e inter-regional fixo/fixo, chamadas originadas das linhas diretas instaladas na sede do NE/MS/MG.";"1,00000";"450,00000";"450,00000"
"51571783";"250025000012018NE800019";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"58";"SERVICOS DE TELECOMUNICACOES";"TELEFONIA FIXA COMUTADA / CONVENCIONAL                                        000021873                                                                     ServiÁo telefÙnico fixo comutado anual, modalidade longa distancia nacional, intrarregional e inter-regional local fixo/mÛvel (VC2 e VC3), chamadas originadas dos ramais de PABX, instalado na sede do NE/MS/MG, por intermÈdio de 1 feixe E-1 bidirecional e DDR de 300 ramais.";"1,00000";"450,00000";"450,00000"
"51571783";"250025000012018NE800019";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"58";"SERVICOS DE TELECOMUNICACOES";"TELEFONIA FIXA COMUTADA / CONVENCIONAL                                        000021873                                                                     ServiÁo telefÙnico fixo comutado anual, modalidade longa dist‚ncia nacional, intrarregional e inter-regional fixo/fixo, chamadas originadas dos ramais de PABX, instalado na sede do NE/MS/MG, por intermÈdio de 1 feixe E-1 bidirecional e DDR de 300 ramais.";"1,00000";"450,00000";"450,00000"
"51572118";"170178000012018NE800020";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"58";"SERVICOS DE TELECOMUNICACOES";"TELEFONIA FIXA COMUTADA / CONVENCIONAL                                        000021873                                                                     LigaÁıes cuja origem seja qualquer uma das cidades onde a Secretaria da Receita Federal do Brasil est· sediada na jurisdiÁ„o da Delegacia da Receita Federal do Brasil em Caxias do Sul (Caxias do Sul, Bento GonÁalves, Canela, GuaporÈ, Vacaria e VeranÛpolis) e o destino se encontra fora da ·rea  geogr·fica abrangida por estas cidades, alÈm de ligaÁıes internacionais.";"12,00000";"125,00000";"1500,00000"
"51572255";"170183000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"36";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"15";"LOCACAO DE IMOVEIS";"LOCACAO DE IMOVEL                                                             000004316                                                                     LocaÁ„o de imÛvel destinado ‡s instalaÁıes da AgÍncia da Receita Federal do Brasil em CaÁapava do Sul - ARF/CPL.";"1,00000";"1500,00000";"1500,00000"
"51572293";"170180000012018NE800009";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o de pessoa jurÌdica para prestaÁ„o de serviÁo de fornecimento de energia elÈtrica, a serem prestados no prÈdio da ¡rea de Controle Integrado em Acegu·, durante o exercÌcio de 2018.";",25098";"71718,86000";"17999,99948"
"51572949";"170179000012018NE800006";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"77";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"PRESTACAO DE SERVICO DE VIGILANCIA E SEGURANCA - ORGANICA -                   OUTRAS NECESSIDADES 000024147                                                 2 (dois)postos de serviÁo de 12 (doze) horas diurnas (7h ‡s 19h), de segunda-feira a domingo, envolvendo 2 (dois) vigilantes em turnos  12h x 36h, 2 (dois)postos de serviÁo de 12 (doze) horas noturnas (19h ‡s 7h), de segunda-feira a domingo, envolvendo 2 (dois) vigilantes em turnos  12h x 36h, 1 (um) posto de serviÁo de 44 (quarenta e quatro) horas semanais diurnas, de segunda a sexta-feira,  envolvendo 1 (um) vigilante, e 3 (trÍs) postos de serviÁo de 20 (vinte)";"12,00000";"3750,00000";"45000,00000"
"51573073";"170187000012018NE800008";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"06";"CAPATAZIA, ESTIVA E PESAGEM";"ESTIVA - CARREGADOR / OPERADOR CARGA                                          000015890                                                                     ContrataÁ„o de pessoa jurÌdica para a prestaÁ„o de serviÁos continuados de movimentaÁ„o e manuseio de cargas e atividades correlatas   carregador   CBO n∫ 7832, a serem executados nos imÛveis de uso da IRF/SLV, conforme detalhado no Anexo I do Edital.";"1,00000";"1,00000";"1,00000"
"51671637";"173030172022018NE800011";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"65";"SERVICOS DE APOIO AO ENSINO";"ADMINISTRACAO / EXECUCAO PROJETO EDUCACIONAL / CONVENIO / ES                  TAGIO / UNIVERSITARIO / MONITOR 000015156                                     ContrataÁ„o de serviÁos de Agente de IntegraÁ„o, visando ao preenchimento de oportunidades de est·gio no ‚mbito da Sede, no Rio de Janeiro/RJ, e da Regional da Comiss„o de Valores Mobili·rios   CVM, em S„o Paulo/SP, conforme condiÁıes, quantidades e exigÍncias estabelecidas no Edital do Preg„o EletrÙnico n.∫ 11/2017 e em seus anexos.";"1,00000";"1079,16000";"1079,16000"
"51672069";"170185000012018NE800023";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"77";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"PRESTACAO DE SERVICO DE  VIGILANCIA E SEGURANCA - ELETRONICA                  24 HORAS DIUTURNAS 000023868                                                  1.1. ContrataÁ„o de pessoa jurÌdica para a prestaÁ„o dos serviÁos de vigil‚ncia eletrÙnica, para as Unidades da Receita Federal do Brasil localizadas nas cidades de Cruz Alta, Frederico Westphalen, IjuÌ, Palmeira das Missıes, Porto Mau·, Santa Rosa, S„o Luiz Gonzaga, TrÍs Passos e Porto Xavier, compreendendo locaÁ„o e instalaÁ„o de todo o equipamento pertinente e necess·rio, alÈm de manutenÁ„o, monitoramento remoto de alarmes e acionamento de recursos de intervenÁ";"12,00000";"567,08000";"6804,96000"
"51672316";"170178000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"06";"CAPATAZIA, ESTIVA E PESAGEM";"ESTIVA - CARREGADOR / OPERADOR CARGA                                          000015890                                                                     PrestaÁ„o de serviÁos de movimentaÁ„o, manuseio, carga e descarga de mÛveis, mercadorias apreendidas, bens, utensÌlios, formul·rios e artigos diversos para a Delegacia da Receita Federal do Brasil de Caxias do Sul e Unidades Administrativas subordinadas, remunerados mediante di·rias. - Di·ria de 8 (oito) horas di·rias.";"12,00000";"149,10000";"1789,20000"
"51672316";"170178000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"06";"CAPATAZIA, ESTIVA E PESAGEM";"ESTIVA - CARREGADOR / OPERADOR CARGA                                          000015890                                                                     PrestaÁ„o de serviÁos de movimentaÁ„o, manuseio, carga e descarga de mÛveis, mercadorias apreendidas, bens, utensÌlios, formul·rios e artigos diversos para a Delegacia da Receita Federal do Brasil de Caxias do Sul e Unidades Administrativas subordinadas, remunerados mediante di·rias. - Di·ria de 4 (quatro) horas di·rias.";"12,00000";"122,50000";"1470,00000"
"51673349";"170179000012018NE800013";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"15";"TRIBUTOS A CONTA DO LOCATARIO OU CESSIONARIO";"LOCACAO DE IMOVEL                                                             000004316";"60,00000";"74,39000";"4463,40000"
"51673354";"170187000012018NE800010";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"12";"LOCACAO DE MAQUINAS E EQUIPAMENTOS";"LOCACAO DE EQUIPAMENTOS DE TELECOMUNICACOES                                   000004065                                                                     ContrataÁ„o de pessoa jurÌdica para a prestaÁ„o de serviÁos de locaÁ„o de uma Central Privada de ComutaÁ„o TelefÙnica (CPTC), tipo PABX, incluindo serviÁo de manutenÁ„o preventiva e corretiva com substituiÁ„o total de peÁas e materiais que se fizerem necess·rios ao seu pleno funcionamento, para atender demanda da Inspetoria da Receita Federal do Brasil em Santana do Livramento   IRF/SLV, pelo prazo de 48 (quarenta e oito) meses.";"1,00000";"1,00000";"1,00000"
"51772486";"170180000012018NE800008";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     Fornecimento de energia elÈtrica, a serem prestados nos prÈdios das Inspetorias da Receita Federal do Brasil em Jaguar„o, em BagÈ, no DMA em BagÈ e AgÍncias da Receita Federal do Brasil em Camaqu„ e S„o LourenÁo do Sul, durante o exercÌcio de 2018";",24939";"48117,40000";"11999,99839"
"51871822";"200346000012018NE800037";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"03";"COMISSOES E CORRETAGENS";"PRESTACAO DE SERVICOS DE AGENCIAMENTO DE VIAGENS                              000003719                                                                     AlteraÁ„o de bilhetes domÈsticos";"12,00000";"41,66000";"499,92000"
"51871833";"170183000012018NE800004";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"16";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"MANUTENCAO / REFORMA PREDIAL                                                  000001627                                                                     ContrataÁ„o de pessoa jurÌdica especializada para a prestaÁ„o de serviÁos continuados de manutenÁ„o predial, com dedicaÁ„o exclusiva de m„o de obra, a serem executados nos imÛveis de uso da Delegacia da Receita Federal do Brasil em Santa Maria e unidades administrativas subordinadas, localizadas nas cidades de Alegrete, CaÁapava do Sul, Cachoeira do Sul, Santa Maria, Santiago e S„o Gabriel, pelo perÌodo de 12 (doze) meses, admitidas prorrogaÁıes, por sucessivos pe";"3,00000";"23060,00000";"69180,00000"
"51871938";"170184000012018NE800021";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"58";"SERVICOS DE TELECOMUNICACOES";"TELEFONIA - CONVENCIONAL / CELULAR                                            000018139                                                                     Conex„o de dados   4G Franquia mensal de 4 GB";"1,00000";"1650,00000";"1650,00000"
"51871949";"170184000012018NE800009";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o de pessoa jurÌdica para fornecimento de energia elÈtrica para a DRF/NHO";"1,00000";"75000,00000";"75000,00000"
"51872214";"170263000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"12";"LOCACAO DE MAQUINAS E EQUIPAMENTOS";"PRESTACAO DE SERVICO DE REPROGRAFIA - LOCACAO DE EQUIPAMENTO                  000023175                                                                     ContrataÁ„o de serviÁos de inform·tica continuados de locaÁ„o de 3 (trÍs) m·quinas copiadoras, novas, sem uso, a serem instaladas nas AgÍncias da Receita Federal do Brasil em Encantado (ARF/ENC), Lajeado (ARF/LAJ) e Montenegro (ARF/MON), com reposiÁ„o de todas as peÁas e material de consumo (suprimentos) que se fizerem necess·rios, exceto papel, grampo e operador, pelo prazo de 48 (quarenta e oito) meses, sem possibilidade de prorrogaÁ„o.";"1,00000";"1715,97000";"1715,97000"
"51872382";"170178000012018NE800014";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"36";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"15";"LOCACAO DE IMOVEIS";"LOCACAO DE IMOVEL                                                             000004316                                                                     LocaÁ„o de imÛvel, localizado na Rua Vinte e Quatro de Maio, 366, bairro Centro, na cidade de VeranÛpolis-RS, para uso da AgÍncia da Receita Federal do Brasil em VeranÛpolis.";"12,00000";"1000,00000";"12000,00000"
"51872853";"170186000012018NE800020";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"19";"MANUTENCAO E CONSERV. DE VEICULOS";"LAVAGEM DE VEICULO AUTOMOTIVO                                                 000013544                                                                     Lavagem de veÌculos pelo perÌodo de 20 meses, admitidas prorrogaÁıes, por iguais e sucessivos perÌodos, limitada a vigÍncia ao prazo de 60 meses, a serem prestados no municÌpio de S„o Borja-RS";"13,33333";"75,00000";"999,99975"
